RUN_ID,INVOICE_UUID,DOCUMENT_NAME,chunk_id,chunk_type,text,page,box_l,box_t,box_r,box_b
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,163da434-a2a8-4ac9-8cd0-559a3d6b3a78,logo,"<a id='163da434-a2a8-4ac9-8cd0-559a3d6b3a78'></a>

<::logo: Zoom
zoom
The logo features the word ""zoom"" in a rounded, sans-serif gray typeface.::>",0,0.08026599884033203,0.019250627607107162,0.22372639179229736,0.05794680491089821
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,bf2d2f02-1e8c-4aeb-8533-90457ae2e841,marginalia,"<a id='bf2d2f02-1e8c-4aeb-8533-90457ae2e841'></a>

INVOICE",0,0.7920073866844177,0.02749837189912796,0.887368381023407,0.05059296637773514
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,dd80af68-b3ca-4001-a459-a2f2cc9c0550,text,"<a id='dd80af68-b3ca-4001-a459-a2f2cc9c0550'></a>

Zoom Video Communications Inc.
55 Almaden Blvd, 6th Floor
San Jose, CA 95113
billing@zoom.us",0,0.08041708916425705,0.11402059346437454,0.29107004404067993,0.17177818715572357
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,2212472c-3e6d-4a44-a244-f156da313013,text,"<a id='2212472c-3e6d-4a44-a244-f156da313013'></a>

Invoice Date: 07/29/2020
Invoice #: INV33543191
Payment Terms: Due Upon Receipt
Due Date: 07/29/2020
Account Number: 3003959185
Currency: USD
Account Information: Abaxys Tech LLC
1061 Midvale Ave,
Morrisville, North Carolina 27560
United States

leo.charles@outlook.com",0,0.48799511790275574,0.11438507586717606,0.8308323621749878,0.2614942491054535
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,9aed0e25-1736-4bfd-8bff-0ad112c3f20c,text,"<a id='9aed0e25-1736-4bfd-8bff-0ad112c3f20c'></a>

Purchase Order Number:

TaxExemptCertificateID:

Zoom W-9",0,0.08024725317955017,0.2439139485359192,0.2426876723766327,0.32542896270751953
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,6d456466-8829-49e4-8a26-b5ea6c7d6f17,table,"<a id='6d456466-8829-49e4-8a26-b5ea6c7d6f17'></a>

<table id=""0-1"">
<tr><td id=""0-2"" colspan=""5"">CHARGE DETAILS</td></tr>
<tr><td id=""0-3"">Charge Description</td><td id=""0-4"">Service Period</td><td id=""0-5"">Subtotal</td><td id=""0-6"">Tax</td><td id=""0-7"">TOTAL</td></tr>
<tr><td id=""0-8"">Charge Name: Standard Pro Annual Quantity: 1 Unit Price: $149.90</td><td id=""0-9"">07/29/2020-07/28/2021</td><td id=""0-a"">$149.90</td><td id=""0-b"">$0.00</td><td id=""0-c"">$149.90</td></tr>
</table>",0,0.07352882623672485,0.3482363820075989,0.9261178374290466,0.48815441131591797
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,dd84e4e1-ee27-4d11-9cf4-51149c31c870,table,"<a id='dd84e4e1-ee27-4d11-9cf4-51149c31c870'></a>

<table id=""0-d"">
<tr><td id=""0-e"">INVOICE TOTALS</td><td id=""0-f""></td><td id=""0-g""></td></tr>
<tr><td id=""0-h"" rowspan=""3""></td><td id=""0-i"">Subtotal:</td><td id=""0-j"">$149.90</td></tr>
<tr><td id=""0-k"">Total (Including Tax):</td><td id=""0-l"">$149.90</td></tr>
<tr><td id=""0-m"">Invoice Balance:</td><td id=""0-n"">$0.00</td></tr>
</table>",0,0.07345104217529297,0.5179883241653442,0.9257943630218506,0.644868016242981
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,eb0d17d1-18b6-43c5-a118-d029b713a56c,table,"<a id='eb0d17d1-18b6-43c5-a118-d029b713a56c'></a>

<table id=""0-o"">
<tr><td id=""0-p"" colspan=""5"">TAX DETAILS</td></tr>
<tr><td id=""0-q"">Charge Name</td><td id=""0-r"">Tax Name</td><td id=""0-s"">Jurisdiction</td><td id=""0-t"">Charge Amount</td><td id=""0-u"">Tax Amount</td></tr>
<tr><td id=""0-v"" colspan=""3""></td><td id=""0-w"">Total Tax</td><td id=""0-x"">$0.00</td></tr>
</table>",0,0.0746067464351654,0.6538018584251404,0.9229556322097778,0.7314551472663879
0499dbd8-4971-4903-ad2f-cb6a0af4285a,42c1cd0e-907e-4258-af34-a93519a33cdc,invoice_1.pdf,2c374b4a-4f64-486f-9c3e-205ddb828386,table,"<a id='2c374b4a-4f64-486f-9c3e-205ddb828386'></a>

<table id=""0-y"">
<tr><td id=""0-z"" colspan=""6"">TRANSACTIONS</td></tr>
<tr><td id=""0-A"" colspan=""5"">Invoice Total</td><td id=""0-B"">$149.90</td></tr>
<tr><td id=""0-C"">Transaction Date</td><td id=""0-D"">Transaction Number</td><td id=""0-E"">Transaction Type</td><td id=""0-F"" colspan=""2"">Description</td><td id=""0-G"">Applied Amount</td></tr>
<tr><td id=""0-H"">07/29/2020</td><td id=""0-I"">P-35558908</td><td id=""0-J"">Payment</td><td id=""0-K""></td><td id=""0-L""></td><td id=""0-M"">($149.90)</td></tr>
<tr><td id=""0-N""></td><td id=""0-O""></td><td id=""0-P""></td><td id=""0-Q""></td><td id=""0-R"">Invoice Balance</td><td id=""0-S"">$0.00</td></tr>
</table>",0,0.07401517033576965,0.7617839574813843,0.9247109889984131,0.8991341590881348
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,00c1108c-2a02-4ebd-ae63-b366b6afc7cd,text,"<a id='00c1108c-2a02-4ebd-ae63-b366b6afc7cd'></a>

CUSTOM ELECTRIC & PLUMBING, INC.
PO Box 533
Summerfield, NC 27358
336.701.5589
Mat@CustomEandP.com
www.ElectricianOrPlumber.com",0,0.02234107255935669,0.040314625948667526,0.33442193269729614,0.1374884843826294
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,75522ab8-1aed-4388-bdc6-9bef9911c2eb,logo,"<a id='75522ab8-1aed-4388-bdc6-9bef9911c2eb'></a>

<::logo: Custom Electric & Plumbing, Inc.
CUSTOM ELECTRIC & PLUMBING, INC.
The logo features a stylized ""C"" and ""P"" with ""CUSTOM ELECTRIC"" above a pipe-like element that spells ""PLUMBING, INC."", and a lightbulb icon replacing the ""U"" in ""CUSTOM"".::>",0,0.6994085907936096,0.038081660866737366,0.9696045517921448,0.18766160309314728
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,4a071eef-e9da-4811-94f5-55e06c7b625f,text,"<a id='4a071eef-e9da-4811-94f5-55e06c7b625f'></a>

INVOICE",0,0.023272253572940826,0.21905489265918732,0.12188955396413803,0.24203406274318695
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,730ab534-1394-4759-85f1-209fb5acc59f,text,"<a id='730ab534-1394-4759-85f1-209fb5acc59f'></a>

BILL TO
Leo Vincent
1000 Sarah Dr
Summerfield, NC 27358 USA",0,0.0227242112159729,0.2492464780807495,0.21225789189338684,0.3138732314109802
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,6d76de3b-615b-4f02-911b-eed2dda89d81,text,"<a id='6d76de3b-615b-4f02-911b-eed2dda89d81'></a>

INVOICE: 52255

DATE: 10/03/2022

DUE DATE: 11/01/2022",0,0.6557497978210449,0.24799035489559174,0.8742927312850952,0.3005737066268921
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,d46d9316-31d3-49be-8599-e955707b9882,text,"<a id='d46d9316-31d3-49be-8599-e955707b9882'></a>

SALES REP
Mathew",0,0.023406073451042175,0.3280051648616791,0.10722202062606812,0.36012789607048035
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,6748667f-068d-477a-bcd9-6363b24b5e0e,table,"<a id='6748667f-068d-477a-bcd9-6363b24b5e0e'></a>

<table id=""0-1"">
<tr><td id=""0-2"">DESCRIPTION</td><td id=""0-3"">QTY</td><td id=""0-4"">RATE</td><td id=""0-5"">AMOUNT</td></tr>
<tr><td id=""0-6"">Provide and install new 60 Amp 240Vac breaker and 6/2 Copper SE cable feeding new Tesla Wall connector. Install new customer supplied Tesla wall connector. Note: drywall may need to be cut to facilitate work. No drywall repairs or painting are included in this quote.</td><td id=""0-7"">1</td><td id=""0-8"">1,400.00</td><td id=""0-9"">1,400.00</td></tr>
<tr><td id=""0-a"">Permit and inspection fees</td><td id=""0-b"">1</td><td id=""0-c"">150.00</td><td id=""0-d"">150.00</td></tr>
<tr><td id=""0-e"">Payment Terms: by Cash or Check, All sales final. $750.00 deposit at acceptance of contract balance due upon substantial completion of work. Agreement to include conditions of agreement addendum Clarifications: It is agreed that during the performance of the work drywall will/may be cut at the discretion of the contractor, this quotation does not include any drywall or painting repair or touchup. Parking to be provided onsite for all working personnel. Work will be completed during normal hours from 8:00 AM to 5:00 PM Monday thru Friday, unless approved otherwise. No additional components will be installed outside the scope of work enclosed. All fixtures and lamps are to be furnished on-site by others. Excluded from Bid: Repairs or corrections to existing plumbing, gas, or electrical system deficiencies or code violations. Repairs to any underground utilities (such as sprinkler lines, electrical lines, cable, etc.) not located and clearly marked prior to arrival on-site. Engineered drawings Utility power consumption.</td><td id=""0-f"">1</td><td id=""0-g"">0.00</td><td id=""0-h"">0.00</td></tr>
</table>",0,0.02458798885345459,0.3710770606994629,0.9765719175338745,0.7787612676620483
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,df2a3514-317a-4ff3-a76b-0c1f1dcf7175,text,"<a id='df2a3514-317a-4ff3-a76b-0c1f1dcf7175'></a>

Thank you for supporting your local veteran owned and operated small business.",0,0.025145575404167175,0.7953325510025024,0.4417579174041748,0.8919872045516968
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,30994a72-a6eb-482d-9108-c08ff513cb50,table,"<a id='30994a72-a6eb-482d-9108-c08ff513cb50'></a>

<table id=""0-i"">
<tr><td id=""0-j"">SUBTOTAL</td><td id=""0-k"">1,550.00</td></tr>
<tr><td id=""0-l"">TAX</td><td id=""0-m"">0.00</td></tr>
<tr><td id=""0-n"">TOTAL</td><td id=""0-o"">1,550.00</td></tr>
<tr><td id=""0-p"">BALANCE DUE</td><td id=""0-q"">$1,550.00</td></tr>
</table>",0,0.4763370454311371,0.7919626832008362,0.9771872758865356,0.9060559868812561
0499dbd8-4971-4903-ad2f-cb6a0af4285a,ddd6244c-9be3-411a-9f56-bf4a0325aaa7,invoice_3.pdf,d544f667-4b06-46f5-bf44-f7005fd7af2c,marginalia,"<a id='d544f667-4b06-46f5-bf44-f7005fd7af2c'></a>

",0,0.4656218886375427,0.9667644500732422,0.5357179045677185,0.984345555305481
