DOCUMENT_NAME,chunk_id,chunk_sequence_number,chunk_type,chunk_content_raw,chunk_content,chunk_text_length,chunk_word_count,page,box_l,box_t,box_r,box_b,prev_chunk_id,next_chunk_id,chunk_image_path,processed_at,ade_version,model_version
CT_Study_of_the_Common_Cold.pdf,fe14a487-f9c9-41b6-8160-dba99712c3c5,10,text,"<a id='fe14a487-f9c9-41b6-8160-dba99712c3c5'></a>

Of the 356 people who volunteered to participate in the study,
129 were excluded because they could not or did not keep the initial","Of the 356 people who volunteered to participate in the study,
129 were excluded because they could not or did not keep the initial",131,24,0,0.089581922,0.838650703,0.487390876,0.865299344,d1da45df-ac26-4b55-9f15-56c284ebb29b,4340637d-5295-4949-9660-569747fd0096,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.fe14a487-f9c9-41b6-8160-dba99712c3c5.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,4340637d-5295-4949-9660-569747fd0096,11,text,"<a id='4340637d-5295-4949-9660-569747fd0096'></a>

From the Departments of Internal Medicine (J.M.G.) and Radiology (C.D.P.),
University of Virginia Health Sciences Center, Charlottesville, and the Procter
& Gamble Company, Cincinnati (R.D.M., D.K.R.). Address reprint requests to
Dr. Gwaltney at the Department of Internal Medicine, University of Virginia
Health Sciences Center, Charlottesville, VA 22908.
Supported by the Procter & Gamble Company, Cincinnati.","From the Departments of Internal Medicine (J.M.G.) and Radiology (C.D.P.),
University of Virginia Health Sciences Center, Charlottesville, and the Procter
& Gamble Company, Cincinnati (R.D.M., D.K.R.). Address reprint requests to
Dr. Gwaltney at the Department of Internal Medicine, University of Virginia
Health Sciences Center, Charlottesville, VA 22908.
Supported by the Procter & Gamble Company, Cincinnati.",411,55,0,0.091439635,0.873663127,0.489100784,0.938477099,fe14a487-f9c9-41b6-8160-dba99712c3c5,8981bb02-6287-4eb5-a211-9edd69b4f58e,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.4340637d-5295-4949-9660-569747fd0096.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,8981bb02-6287-4eb5-a211-9edd69b4f58e,12,text,"<a id='8981bb02-6287-4eb5-a211-9edd69b4f58e'></a>

sinuses; and 12 (39 percent) had abnormalities of the sphenoid sinuses. Infraorbital air cells were present in 14 subjects (45 percent), and pneumatization of the middle turbinate (concha bullosa) was noted in 11 subjects (35 percent). Also common were engorged turbinates (in 7 subjects) and thickening of the walls of the nasal passages (in 13). After two weeks, the CT studies were repeated in 14 subjects, none of whom received antibiotics. In 11 of these subjects (79 percent) the abnormalities of the infundibula and sinuses had cleared or markedly improved. Nasal-airway resistance was abnormal in 29 (94 percent) and mucosal transport in 19 (61 percent) of the 31 subjects who had CT scans. Rhinovirus was detected in nasal secretions from 24 (27 percent) of 90 subjects.

**Conclusions.** The common cold is associated with frequent and variable anatomical involvement of the upper airways, including occlusion and abnormalities in the sinus cavities. (N Engl J Med 1994;330:25-30.)","sinuses; and 12 (39 percent) had abnormalities of the sphenoid sinuses. Infraorbital air cells were present in 14 subjects (45 percent), and pneumatization of the middle turbinate (concha bullosa) was noted in 11 subjects (35 percent). Also common were engorged turbinates (in 7 subjects) and thickening of the walls of the nasal passages (in 13). After two weeks, the CT studies were repeated in 14 subjects, none of whom received antibiotics. In 11 of these subjects (79 percent) the abnormalities of the infundibula and sinuses had cleared or markedly improved. Nasal-airway resistance was abnormal in 29 (94 percent) and mucosal transport in 19 (61 percent) of the 31 subjects who had CT scans. Rhinovirus was detected in nasal secretions from 24 (27 percent) of 90 subjects.

**Conclusions.** The common cold is associated with frequent and variable anatomical involvement of the upper airways, including occlusion and abnormalities in the sinus cavities. (N Engl J Med 1994;330:25-30.)",991,155,0,0.508361578,0.150792986,0.90593195,0.382421464,4340637d-5295-4949-9660-569747fd0096,5f8a6e8b-b29d-4ae1-842a-e24d451a94e7,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.8981bb02-6287-4eb5-a211-9edd69b4f58e.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,5f8a6e8b-b29d-4ae1-842a-e24d451a94e7,13,text,"<a id='5f8a6e8b-b29d-4ae1-842a-e24d451a94e7'></a>

appointment or could not be accommodated in the study at a given time; 65 because they had been ill too long; 13 because their cold symptoms had subsided; 15 because of a history of allergy, asthma, or chronic sinus disease; 8 because they did not report congestion; 5 because they were being treated for another illness; 2 because they could not tolerate dye in the nose; and 2 because they were under 18 years of age. A total of 117 volunteers were enrolled in the study, and 110 completed it (8 of the 110 missed an appointment on one day of the study but were included for the purpose of data analysis). After enrollment, patients were observed for six days, during which time they did not use acetaminophen as an analgesic. The study was approved by the Human Investigation Committee of the University of Virginia.","appointment or could not be accommodated in the study at a given time; 65 because they had been ill too long; 13 because their cold symptoms had subsided; 15 because of a history of allergy, asthma, or chronic sinus disease; 8 because they did not report congestion; 5 because they were being treated for another illness; 2 because they could not tolerate dye in the nose; and 2 because they were under 18 years of age. A total of 117 volunteers were enrolled in the study, and 110 completed it (8 of the 110 missed an appointment on one day of the study but were included for the purpose of data analysis). After enrollment, patients were observed for six days, during which time they did not use acetaminophen as an analgesic. The study was approved by the Human Investigation Committee of the University of Virginia.",819,145,0,0.508855164,0.402778208,0.905563653,0.552899361,8981bb02-6287-4eb5-a211-9edd69b4f58e,b9df91df-ef35-4d9f-9d61-83a9497510e3,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.5f8a6e8b-b29d-4ae1-842a-e24d451a94e7.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,b9df91df-ef35-4d9f-9d61-83a9497510e3,14,text,"<a id='b9df91df-ef35-4d9f-9d61-83a9497510e3'></a>

## Subjective Measurement of Illness
The subjects reported symptoms by entering information in a computer program with a rating scale from 0 (not present) to 10 (very severe). They used the scale to respond to questions about sneezing, runny nose, nasal stuffiness, sore throat, cough, fatigue or lethargy, muscle aches and pains, chills, feverishness, and headache. The subjects were also asked whether they had nasal or head congestion. Symptoms were assessed at the time of enrollment and daily between the hours of 8 a.m. and 11 a.m. for six days.","## Subjective Measurement of Illness
The subjects reported symptoms by entering information in a computer program with a rating scale from 0 (not present) to 10 (very severe). They used the scale to respond to questions about sneezing, runny nose, nasal stuffiness, sore throat, cough, fatigue or lethargy, muscle aches and pains, chills, feverishness, and headache. The subjects were also asked whether they had nasal or head congestion. Symptoms were assessed at the time of enrollment and daily between the hours of 8 a.m. and 11 a.m. for six days.",551,90,0,0.509336174,0.560334861,0.906389773,0.674828589,5f8a6e8b-b29d-4ae1-842a-e24d451a94e7,b2d6211c-cfb8-4bcc-9c7e-3e3739552acc,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.b9df91df-ef35-4d9f-9d61-83a9497510e3.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,b2d6211c-cfb8-4bcc-9c7e-3e3739552acc,15,text,"<a id='b2d6211c-cfb8-4bcc-9c7e-3e3739552acc'></a>

## Nasal-Airway Resistance

Nasal-airway resistance was measured by single-nostril active an-terior rhinomanometry.<sup>7</sup> Beginning with the left nostril, nasal air-flow and transnasal pressure at the contralateral nostril were meas-ured over the course of four consecutive breaths with the use of a commercial rhinomanometer (John Connell, Englewood, N.J.). During the measurement, pressure and flow signals were digitized at a sampling rate of 100 Hz and displayed on the computer moni-tor. The primary measure of nasal patency was the rate of flow (in liters per second) at a reference transnasal pressure of -1.5 cm of water during inspiration. A value under 0.6 liter per second for white subjects or under 0.7 liter per second for black subjects was considered abnormal.<sup>8</sup>","## Nasal-Airway Resistance

Nasal-airway resistance was measured by single-nostril active an-terior rhinomanometry.<sup>7</sup> Beginning with the left nostril, nasal air-flow and transnasal pressure at the contralateral nostril were meas-ured over the course of four consecutive breaths with the use of a commercial rhinomanometer (John Connell, Englewood, N.J.). During the measurement, pressure and flow signals were digitized at a sampling rate of 100 Hz and displayed on the computer moni-tor. The primary measure of nasal patency was the rate of flow (in liters per second) at a reference transnasal pressure of -1.5 cm of water during inspiration. A value under 0.6 liter per second for white subjects or under 0.7 liter per second for black subjects was considered abnormal.<sup>8</sup>",794,117,0,0.509689987,0.680982471,0.906134307,0.840443492,b9df91df-ef35-4d9f-9d61-83a9497510e3,d0a4d1ca-9c2e-4b92-91aa-091c2625c47f,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.b2d6211c-cfb8-4bcc-9c7e-3e3739552acc.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,d0a4d1ca-9c2e-4b92-91aa-091c2625c47f,16,text,"<a id='d0a4d1ca-9c2e-4b92-91aa-091c2625c47f'></a>

## Virologic Studies

Viral-culture studies were performed with nasal secretions from the last 90 subjects enrolled in the study. The subjects expelled the contents of their nasal passages onto a plastic film. Secretions were then transferred by cotton swab to a vial containing 5 ml of beef-heart infusion broth with 1 percent bovine serum albumin and anti-biotics. This method was used to avoid irritation of the nose","## Virologic Studies

Viral-culture studies were performed with nasal secretions from the last 90 subjects enrolled in the study. The subjects expelled the contents of their nasal passages onto a plastic film. Secretions were then transferred by cotton swab to a vial containing 5 ml of beef-heart infusion broth with 1 percent bovine serum albumin and anti-biotics. This method was used to avoid irritation of the nose",419,67,0,0.510301948,0.847445846,0.906603456,0.939252377,b2d6211c-cfb8-4bcc-9c7e-3e3739552acc,85a47d3e-3722-4214-b23b-6e47b7a569ed,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.d0a4d1ca-9c2e-4b92-91aa-091c2625c47f.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,85a47d3e-3722-4214-b23b-6e47b7a569ed,17,text,"<a id='85a47d3e-3722-4214-b23b-6e47b7a569ed'></a>

The New England Journal of Medicine is produced by NEJM Group, a division of the Massachusetts Medical Society.
Downloaded from nejm.org on June 29, 2025. For personal use only.
No other uses without permission. Copyright  1994 Massachusetts Medical Society. All rights reserved.","The New England Journal of Medicine is produced by NEJM Group, a division of the Massachusetts Medical Society.
Downloaded from nejm.org on June 29, 2025. For personal use only.
No other uses without permission. Copyright  1994 Massachusetts Medical Society. All rights reserved.",280,43,0,0.280406296,0.968321204,0.720695078,0.993425131,d0a4d1ca-9c2e-4b92-91aa-091c2625c47f,76c860ad-4ef9-40d8-933b-7a9b37803770,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_0/text.85a47d3e-3722-4214-b23b-6e47b7a569ed.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,76c860ad-4ef9-40d8-933b-7a9b37803770,18,marginalia,"<a id='76c860ad-4ef9-40d8-933b-7a9b37803770'></a>

26",26,2,1,1,0.090094529,0.054318365,0.112289064,0.070469067,85a47d3e-3722-4214-b23b-6e47b7a569ed,7177b9d0-f489-49b9-a8f1-23112821a857,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_1/marginalia.76c860ad-4ef9-40d8-933b-7a9b37803770.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,7177b9d0-f489-49b9-a8f1-23112821a857,19,text,"<a id='7177b9d0-f489-49b9-a8f1-23112821a857'></a>

THE NEW ENGLAND JOURNAL OF MEDICINE",THE NEW ENGLAND JOURNAL OF MEDICINE,35,6,1,0.331710637,0.054626703,0.6605407,0.073683634,76c860ad-4ef9-40d8-933b-7a9b37803770,949a2cd5-5284-44c5-8f58-141415cd0ed0,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_1/text.7177b9d0-f489-49b9-a8f1-23112821a857.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,949a2cd5-5284-44c5-8f58-141415cd0ed0,20,marginalia,"<a id='949a2cd5-5284-44c5-8f58-141415cd0ed0'></a>

Jan. 6, 1994","Jan. 6, 1994",12,3,1,0.82263428,0.057567474,0.902724445,0.075422898,7177b9d0-f489-49b9-a8f1-23112821a857,15d89a71-5429-4276-8520-3c07be41e561,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_1/marginalia.949a2cd5-5284-44c5-8f58-141415cd0ed0.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,15d89a71-5429-4276-8520-3c07be41e561,21,text,"<a id='15d89a71-5429-4276-8520-3c07be41e561'></a>

by nasal swabbing or washing. Specimens
were inoculated into three human embryon-
ic lung-cell monolayers of the WI-38 strain
(BioWhittaker, Walkersville, Md.). Viral
isolates were identified as rhinoviruses by
their characteristic cytopathic effect and
acid lability.","by nasal swabbing or washing. Specimens
were inoculated into three human embryon-
ic lung-cell monolayers of the WI-38 strain
(BioWhittaker, Walkersville, Md.). Viral
isolates were identified as rhinoviruses by
their characteristic cytopathic effect and
acid lability.",268,36,1,0.087452948,0.089744866,0.354190618,0.173888624,949a2cd5-5284-44c5-8f58-141415cd0ed0,64992c39-4ea6-43ed-b50b-a05e804345f1,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_1/text.15d89a71-5429-4276-8520-3c07be41e561.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
CT_Study_of_the_Common_Cold.pdf,64992c39-4ea6-43ed-b50b-a05e804345f1,22,text,"<a id='64992c39-4ea6-43ed-b50b-a05e804345f1'></a>

# Nasal Mucosal Transport

Nasal mucociliary clearance was determined by a modification of a previously described method.10-12 Fifteen microliters of a test solution was placed on the mucosa of each nostril in the anterior part of the nasal cavity below the inferior meatus. The test solution consisted of 8 mg of indigo carmine per milliliter, 3 mg of saccharin per milliliter, and 45 mg of sorbitol per milliliter (pH adjusted to 7.4). The subjects reported the first occurrence of a sweet taste, and then the pharyngeal cavity was examined for the appearance of the blue dye. Repeated inspections of the pharynx were made at 30-second intervals for 30 minutes or until dye was observed on each side. The combined clearance time was defined as the time elapsed from the introduction of the test solution to the first report of a sweet taste. Separate clearance times for the right and left nasal passages are not reported. For the combined clearance time, the occurrence of a sweet taste 20 minutes or more after the introduction of the solution was considered abnormal.

With CT scans
(n = 31)

Without CT
scans (n = 79)

*Values are means ±
†The total symptoms
cough, headache, fever","# Nasal Mucosal Transport

Nasal mucociliary clearance was determined by a modification of a previously described method.10-12 Fifteen microliters of a test solution was placed on the mucosa of each nostril in the anterior part of the nasal cavity below the inferior meatus. The test solution consisted of 8 mg of indigo carmine per milliliter, 3 mg of saccharin per milliliter, and 45 mg of sorbitol per milliliter (pH adjusted to 7.4). The subjects reported the first occurrence of a sweet taste, and then the pharyngeal cavity was examined for the appearance of the blue dye. Repeated inspections of the pharynx were made at 30-second intervals for 30 minutes or until dye was observed on each side. The combined clearance time was defined as the time elapsed from the introduction of the test solution to the first report of a sweet taste. Separate clearance times for the right and left nasal passages are not reported. For the combined clearance time, the occurrence of a sweet taste 20 minutes or more after the introduction of the solution was considered abnormal.

With CT scans
(n = 31)

Without CT
scans (n = 79)

*Values are means ±
†The total symptoms
cough, headache, fever",1187,201,1,0.085452825,0.179103807,0.483896643,0.429413497,15d89a71-5429-4276-8520-3c07be41e561,2306d1ef-bcfc-4daa-af8a-0b1fdbe5cee4,results_folder/chunk_images/CT_Study_of_the_Common_Cold/page_1/text.64992c39-4ea6-43ed-b50b-a05e804345f1.png,2025-10-29T04:41:31.165838+00:00,0.18.3,dpt-2-20250919
